,Uniprot AC ID Interactor A,Uniprot AC ID Interactor B,Official Symbol Interactor A,Official Symbol Interactor B
0,P17948,Q01974,FLT1,ROR2
0,P17948,Q5S007,FLT1,LRRK2
0,P17948,P21709,FLT1,EPHA1
0,P17948,Q9Y2U5,FLT1,MAP3K2
0,P17948,P29459,FLT1,IL12A
0,P17948,Q8IWV2,FLT1,CNTN4
0,P17948,Q02750,FLT1,MAP2K1
0,P17948,P46934,FLT1,NEDD4
0,P17948,P30926,FLT1,CHRNB4
0,P17948,Q5TCQ9,FLT1,MAGI3
0,P17948,P35052,FLT1,GPC1
0,P17948,P54753,FLT1,EPHB3
0,P17948,Q9HC29,FLT1,NOD2
0,P17948,P20936,FLT1,RASA1
0,P17948,P40763,FLT1,STAT3
0,P17948,Q96EP0,FLT1,RNF31
0,P17948,Q13203,FLT1,MYBPH
0,P17948,P29350,FLT1,PTPN6
0,P17948,P54296,FLT1,MYOM2
0,P17948,P27540,FLT1,ARNT
0,P17948,Q14449,FLT1,GRB14
0,P17948,P45985,FLT1,MAP2K4
0,P17948,Q96QB1,FLT1,DLC1
0,P17948,Q8WYP3,FLT1,RIN2
0,P17948,Q13296,FLT1,SCGB2A2
0,P17948,Q13418,FLT1,ILK
0,P17948,Q13873,FLT1,BMPR2
0,P17948,Q12816,FLT1,TRO
0,P17948,Q9P104,FLT1,DOK5
0,P17948,Q16760,FLT1,DGKD
0,P17948,Q9Y4K3,FLT1,TRAF6
0,P17948,Q13239,FLT1,SLA
0,P17948,Q01973,FLT1,ROR1
0,P17948,Q07666,FLT1,KHDRBS1
0,P17948,Q96SB4,FLT1,SRPK1
0,P17948,Q9NRF2,FLT1,SH2B1
0,P17948,P35968,FLT1,KDR
0,P18031,Q99062,PTPN1,CSF3R
0,P18031,P62258,PTPN1,YWHAE
0,P18031,P49795,PTPN1,RGS19
0,P18031,P31749,PTPN1,AKT1
0,P18031,Q06187,PTPN1,BTK
0,P18031,P24385,PTPN1,CCND1
0,P18031,P46108,PTPN1,CRK
0,P18031,P61619,PTPN1,SEC61A1
0,P18075,Q01860,BMP7,POU5F1
0,P18075,Q92796,BMP7,DLG3
0,P18075,Q9HCM4,BMP7,EPB41L5
0,P18075,Q6P9H4,BMP7,CNKSR3
0,P18075,P98066,BMP7,TNFAIP6
0,P18085,Q06124,ARF4,PTPN11
0,P18085,Q14964,ARF4,RAB39A
0,P18085,Q9ULC3,ARF4,RAB23
0,P18085,P57737,ARF4,CORO7
0,P18085,Q13795,ARF4,ARFRP1
0,P18085,Q9HBH0,ARF4,RHOF
0,P18085,Q15669,ARF4,RHOH
0,P18085,P22681,ARF4,CBL
0,P18085,Q9UBC2,ARF4,EPS15L1
0,P18085,P68133,ARF4,ACTA1
0,P18085,P61088,ARF4,UBE2N
0,P18085,Q13480,ARF4,GAB1
0,P18085,Q9H190,ARF4,SDCBP2
0,P18146,P32418,EGR1,SLC8A1
0,P18146,P25208,EGR1,NFYB
0,P18146,Q9BXH1,EGR1,BBC3
0,P18146,Q12965,EGR1,MYO1E
0,P18146,Q9UKW4,EGR1,VAV3
0,P18146,P54259,EGR1,ATN1
0,P18146,Q504T8,EGR1,MIDN
0,P18146,P43403,EGR1,ZAP70
0,P18146,Q14653,EGR1,IRF3
0,P18146,Q96EB6,EGR1,SIRT1
0,P18206,Q9Y2X7,VCL,GIT1
0,P18206,Q96H79,VCL,ZC3HAV1L
0,P18462,P30483,HLA-A,HLA-B
0,P18462,Q8N423,HLA-A,LILRB2
0,P18462,P30685,HLA-A,HLA-B
0,P18463,Q8N423,HLA-B,LILRB2
0,P18463,P30501,HLA-B,HLA-C
0,P18463,P30491,HLA-B,HLA-B
0,P18464,Q96D42,HLA-B,HAVCR1
0,P18464,P30450,HLA-B,HLA-A
0,P18465,P55899,HLA-B,FCGRT
0,P18465,Q31612,HLA-B,HLA-B
0,P18465,P29016,HLA-B,CD1B
0,P18510,Q9NP60,IL1RN,IL1RAPL2
0,P18510,Q9NU19,IL1RN,TBC1D22B
0,P18510,P27930,IL1RN,IL1R2
0,P18510,Q96Q40,IL1RN,CDK15
0,P18510,P18510,IL1RN,IL1RN
0,P18510,Q9NPH3,IL1RN,IL1RAP
0,P18510,Q9Y4K3,IL1RN,TRAF6
0,P18510,Q9NUX5,IL1RN,POT1
0,P18510,Q9NYB0,IL1RN,TERF2IP
0,P18510,P51617,IL1RN,IRAK1
0,P18510,Q9HB29,IL1RN,IL1RL2
0,P18510,Q9Y324,IL1RN,FCF1
0,P18510,Q04206,IL1RN,RELA
0,P18510,Q9H0E2,IL1RN,TOLLIP
0,P18510,Q9BRL7,IL1RN,SEC22C
0,P18510,Q6IA17,IL1RN,SIGIRR
0,P18510,Q99836,IL1RN,MYD88
0,P18827,P35442,SDC1,THBS2
0,P18847,Q14258,ATF3,TRIM25
0,P18847,Q8NHY2,ATF3,RFWD2
0,P18847,P26447,ATF3,S100A4
0,P18847,Q9ULX9,ATF3,MAFF
0,P18847,P40763,ATF3,STAT3
0,P18847,P53567,ATF3,CEBPG
0,P18847,Q9Y230,ATF3,RUVBL2
0,P18847,P19338,ATF3,NCL
0,P18847,Q13469,ATF3,NFATC2
0,P18848,Q06587,ATF4,RING1
0,P18848,Q13485,ATF4,SMAD4
0,P18848,P49716,ATF4,CEBPD
0,P18848,Q9UHJ9,ATF4,PGAP2
0,P19022,Q92692,CDH2,NECTIN2
0,P19022,Q9HCU4,CDH2,CELSR2
0,P19022,P61812,CDH2,TGFB2
0,P19022,Q99608,CDH2,NDN
0,P19022,Q9Y5E7,CDH2,PCDHB2
0,P19022,P20701,CDH2,ITGAL
0,P19022,Q9NP81,CDH2,SARS2
0,P19022,Q9Y5F8,CDH2,PCDHGB7
0,P19022,Q96TA0,CDH2,PCDHB18P
0,P19022,Q9BZA7,CDH2,PCDH11X
0,P19022,Q9NQB0,CDH2,TCF7L2
0,P19022,Q9Y5G8,CDH2,PCDHGA5
0,P19022,Q13418,CDH2,ILK
0,P19022,Q969G5,CDH2,CAVIN3
0,P19022,Q15052,CDH2,ARHGEF6
0,P19022,P62993,CDH2,GRB2
0,P19022,P46109,CDH2,CRKL
0,P19237,Q9P0L9,TNNI1,PKD2L1
0,P19256,Q9Y5F6,CD58,PCDHGC5
0,P19256,Q6DKI2,CD58,LGALS9C
0,P19256,Q9UN66,CD58,PCDHB8
0,P19256,Q6IQ23,CD58,PLEKHA7
0,P19320,P98161,VCAM1,PKD1
0,P19320,P38646,VCAM1,HSPA9
0,P19320,Q8NDX9,VCAM1,LY6G5B
0,P19320,Q53FZ2,VCAM1,ACSM3
0,P19320,Q13203,VCAM1,MYBPH
0,P19320,P49765,VCAM1,VEGFB
0,P19320,P24534,VCAM1,EEF1B2
0,P19320,P26373,VCAM1,RPL13
0,P19320,Q8WUM4,VCAM1,PDCD6IP
0,P19320,P23246,VCAM1,SFPQ
0,P19320,P42229,VCAM1,STAT5A
0,P19320,Q9NZQ7,VCAM1,CD274
0,P19320,P62979,VCAM1,RPS27A
0,P19320,Q9BZX2,VCAM1,UCK2
0,P19320,Q99607,VCAM1,ELF4
0,P19320,Q7KZF4,VCAM1,SND1
0,P19320,P42704,VCAM1,LRPPRC
0,P19320,Q59G98,VCAM1,TIA1 protein variant
0,P19320,Q9BSJ8,VCAM1,ESYT1
0,P19320,P22061,VCAM1,PCMT1
0,P19320,Q99836,VCAM1,MYD88
0,P19320,Q495A1,VCAM1,TIGIT
0,P19320,P98172,VCAM1,EFNB1
0,P19320,P54136,VCAM1,RARS
0,P19320,Q8IWZ3,VCAM1,ANKHD1
0,P19320,P24666,VCAM1,ACP1
0,P19320,P37837,VCAM1,TALDO1
0,P19320,Q96LC7,VCAM1,SIGLEC10
0,P19320,Q00872,VCAM1,MYBPC1
0,P19320,P33993,VCAM1,MCM7
0,P19320,P40763,VCAM1,STAT3
0,P19320,Q15149,VCAM1,PLEC
0,P19320,P35580,VCAM1,MYH10
0,P19320,P19838,VCAM1,NFKB1
0,P19320,P62633,VCAM1,CNBP
0,P19320,Q13464,VCAM1,ROCK1
0,P19320,P51884,VCAM1,LUM
0,P19320,Q96DH6,VCAM1,MSI2
0,P19320,P40189,VCAM1,IL6ST
0,P19320,P35318,VCAM1,ADM
0,P19320,Q9H3S7,VCAM1,PTPN23
0,P19320,P42338,VCAM1,PIK3CB
0,P19320,Q08752,VCAM1,PPID
0,P19320,Q9UDY8,VCAM1,MALT1
0,P19320,Q71DI3,VCAM1,HIST2H3A
0,P19320,P32322,VCAM1,PYCR1
0,P19320,Q9HB71,VCAM1,CACYBP
0,P19320,Q3KPI0,VCAM1,CEACAM21
0,P19320,Q9NX63,VCAM1,CHCHD3
0,P19320,P62263,VCAM1,RPS14
0,P19320,Q9UJU2,VCAM1,LEF1
0,P19320,Q06210,VCAM1,GFPT1
0,P19320,Q01974,VCAM1,ROR2
0,P19320,P19623,VCAM1,SRM
0,P19320,Q15797,VCAM1,SMAD1
0,P19320,P19876,VCAM1,CXCL3
0,P19320,P61081,VCAM1,UBE2M
0,P19320,Q9P2J5,VCAM1,LARS
0,P19320,P30043,VCAM1,BLVRB
0,P19320,Q9NQ25,VCAM1,SLAMF7
0,P19320,Q8NET5,VCAM1,NFAM1
0,P19320,Q8TD46,VCAM1,CD200R1
0,P19320,Q9NR99,VCAM1,MXRA5
0,P19320,Q9UL17,VCAM1,TBX21
0,P19320,Q9BWF3,VCAM1,RBM4
0,P19320,P61981,VCAM1,YWHAG
0,P19320,Q08334,VCAM1,IL10RB
0,P19320,Q9Y5G9,VCAM1,PCDHGA4
0,P19320,Q9UKK3,VCAM1,PARP4
0,P19320,P78344,VCAM1,EIF4G2
0,P19320,Q9HBE5,VCAM1,IL21R
0,P19320,Q29980,VCAM1,MICB
0,P19320,P32249,VCAM1,GPR183
0,P19320,P21802,VCAM1,FGFR2
0,P19320,Q9HAV4,VCAM1,XPO5
0,P19320,P32004,VCAM1,L1CAM
0,P19320,Q15717,VCAM1,ELAVL1
0,P19320,P61254,VCAM1,RPL26
0,P19320,Q06830,VCAM1,PRDX1
0,P19320,Q14699,VCAM1,RFTN1
0,P19320,Q8IY67,VCAM1,RAVER1
0,P19320,Q9Y6M1,VCAM1,IGF2BP2
0,P19320,P62266,VCAM1,RPS23
0,P19320,P22301,VCAM1,IL10
0,P19320,P99999,VCAM1,CYCS
0,P19320,P53621,VCAM1,COPA
0,P19320,P25788,VCAM1,PSMA3
0,P19320,Q9HCH5,VCAM1,SYTL2
0,P19320,P51532,VCAM1,SMARCA4
0,P19320,Q92973,VCAM1,TNPO1
0,P19320,Q05655,VCAM1,PRKCD
0,P19320,Q9Y230,VCAM1,RUVBL2
0,P19320,Q9Y490,VCAM1,TLN1
0,P19320,P61916,VCAM1,NPC2
0,P19320,P98160,VCAM1,HSPG2
0,P19320,P62140,VCAM1,PPP1CB
0,P19320,P31948,VCAM1,STIP1
0,P19320,P53708,VCAM1,ITGA8
0,P19320,P43243,VCAM1,MATR3
0,P19320,Q9NR30,VCAM1,DDX21
0,P19320,P62333,VCAM1,PSMC6
0,P19397,P31785,CD53,IL2RG
0,P19397,P32927,CD53,CSF2RB
0,P19397,P28062,CD53,PSMB8
0,P19397,P20036,CD53,HLA-DPA1
0,P19438,Q9BQE5,TNFRSF1A,APOL2
0,P19438,Q9UNE7,TNFRSF1A,STUB1
0,P19438,Q9UBV2,TNFRSF1A,SEL1L
0,P19438,P29459,TNFRSF1A,IL12A
0,P19438,Q8IYM9,TNFRSF1A,TRIM22
0,P19438,P23497,TNFRSF1A,SP100
0,P19438,P32121,TNFRSF1A,ARRB2
0,P19438,Q8WVD3,TNFRSF1A,RNF138
0,P19438,Q12904,TNFRSF1A,AIMP1
0,P19438,P53355,TNFRSF1A,DAPK1
0,P19438,Q86YL7,TNFRSF1A,PDPN
0,P19438,P51571,TNFRSF1A,SSR4
0,P19438,P27361,TNFRSF1A,MAPK3
0,P19438,Q9Y5S8,TNFRSF1A,NOX1
0,P19438,Q9NYJ8,TNFRSF1A,TAB2
0,P19438,P21580,TNFRSF1A,TNFAIP3
0,P19438,P42575,TNFRSF1A,CASP2
0,P19438,Q14653,TNFRSF1A,IRF3
0,P19438,Q00610,TNFRSF1A,CLTC
0,P19438,Q05639,TNFRSF1A,EEF1A2
0,P19438,Q16581,TNFRSF1A,C3AR1
0,P19438,Q16512,TNFRSF1A,PKN1
0,P19438,Q96KQ7,TNFRSF1A,EHMT2
0,P19438,P40933,TNFRSF1A,IL15
0,P19438,Q9H213,TNFRSF1A,MAGEH1
0,P19438,Q15758,TNFRSF1A,SLC1A5
0,P19438,Q99835,TNFRSF1A,SMO
0,P19438,Q13418,TNFRSF1A,ILK
0,P19438,Q09472,TNFRSF1A,EP300
0,P19438,Q9NRL3,TNFRSF1A,STRN4
0,P19438,Q9UQC1,TNFRSF1A,HSP70-1
0,P19438,P41743,TNFRSF1A,PRKCI
0,P19438,P40189,TNFRSF1A,IL6ST
0,P19438,Q9Y275,TNFRSF1A,TNFSF13B
0,P19438,P48995,TNFRSF1A,TRPC1
0,P19438,Q12933,TNFRSF1A,TRAF2
0,P19438,P31268,TNFRSF1A,HOXA7
0,P19438,Q9NVK5,TNFRSF1A,FGFR1OP2
0,P19438,P50281,TNFRSF1A,MMP14
0,P19438,Q9BVT8,TNFRSF1A,TMUB1
0,P19438,Q15717,TNFRSF1A,ELAVL1
0,P19438,Q04759,TNFRSF1A,PRKCQ
0,P19438,Q9Y255,TNFRSF1A,PRELID1
0,P19438,Q96SY0,TNFRSF1A,INTS14
0,P19438,Q01629,TNFRSF1A,IFITM2
0,P19438,Q14596,TNFRSF1A,NBR1
0,P19438,Q8WWN8,TNFRSF1A,ARAP3
0,P19474,Q8NET5,TRIM21,NFAM1
0,P19474,P80217,TRIM21,IFI35
0,P19474,P24593,TRIM21,IGFBP5
0,P19474,Q96SW2,TRIM21,CRBN
0,P19474,Q15051,TRIM21,IQCB1
0,P19474,Q9UDY6,TRIM21,TRIM10
0,P19474,Q12933,TRIM21,TRAF2
0,P19474,Q6R6M4,TRIM21,USP17L2
0,P19474,P61024,TRIM21,CKS1B
0,P19474,Q86Y13,TRIM21,DZIP3
0,P19474,Q8TDB6,TRIM21,DTX3L
0,P19474,Q9UDY8,TRIM21,MALT1
0,P19525,Q9Y4K3,EIF2AK2,TRAF6
0,P19525,Q13233,EIF2AK2,MAP3K1
0,P19525,Q96SI9,EIF2AK2,STRBP
0,P19525,P33992,EIF2AK2,MCM5
0,P19525,P52564,EIF2AK2,MAP2K6
0,P19525,P54727,EIF2AK2,RAD23B
0,P19525,Q99640,EIF2AK2,PKMYT1
0,P19525,P55010,EIF2AK2,EIF5
0,P19525,Q9NYJ8,EIF2AK2,TAB2
0,P19525,Q9P1W9,EIF2AK2,PIM2
0,P19525,Q96KR7,EIF2AK2,PHACTR3
0,P19525,Q7KZN9,EIF2AK2,COX15
0,P19525,Q9NPP4,EIF2AK2,NLRC4
0,P19525,Q9BXW9,EIF2AK2,FANCD2
0,P19838,P61073,NFKB1,CXCR4
0,P19838,Q9UBI1,NFKB1,COMMD3
0,P19838,Q9BVA1,NFKB1,TUBB2B
0,P19838,Q53EP0,NFKB1,FNDC3B
0,P19838,Q15025,NFKB1,TNIP1
0,P19838,Q14686,NFKB1,NCOA6
0,P19838,P78347,NFKB1,GTF2I
0,P19838,P31276,NFKB1,HOXC13
0,P19838,Q9UIB8,NFKB1,CD84
0,P19838,P78371,NFKB1,CCT2
0,P19838,Q9HB75,NFKB1,PIDD1
0,P19838,P68366,NFKB1,TUBA4A
0,P19838,Q9NWT6,NFKB1,HIF1AN
0,P19838,Q04721,NFKB1,NOTCH2
0,P19838,Q15327,NFKB1,ANKRD1
0,P19838,P46063,NFKB1,RECQL
0,P19838,Q9H981,NFKB1,ACTR8
0,P19838,Q15291,NFKB1,RBBP5
0,P19838,Q15750,NFKB1,TAB1
0,P19838,Q9UNY4,NFKB1,TTF2
0,P19838,P48552,NFKB1,NRIP1
0,P19838,Q9Y616,NFKB1,IRAK3
0,P19838,Q8NC74,NFKB1,RBBP8NL
0,P19838,Q8IU54,NFKB1,IFNL1
0,P19838,Q14161,NFKB1,GIT2
0,P19838,P37231,NFKB1,PPARG
0,P19838,Q13145,NFKB1,BAMBI
0,P19838,Q96IJ6,NFKB1,GMPPA
0,P19838,Q15758,NFKB1,SLC1A5
0,P19838,P60891,NFKB1,PRPS1
0,P19838,Q7L014,NFKB1,DDX46
0,P19838,Q4UJ75,NFKB1,ANKRD20A4
0,P19838,Q99623,NFKB1,PHB2
0,P19838,Q0VDF9,NFKB1,HSPA14
0,P19838,P49327,NFKB1,FASN
0,P19838,Q71U36,NFKB1,TUBA1A
0,P19838,P35579,NFKB1,MYH9
0,P19838,Q9H3D4,NFKB1,TP63
0,P19838,Q92985,NFKB1,IRF7
0,P19838,Q96P20,NFKB1,NLRP3
0,P19838,P49682,NFKB1,CXCR3
0,P19838,Q99759,NFKB1,MAP3K3
0,P19838,Q15654,NFKB1,TRIP6
0,P19838,P35613,NFKB1,BSG
0,P19838,P60763,NFKB1,RAC3
0,P19838,Q96KP6,NFKB1,TNIP3
0,P19838,P25311,NFKB1,AZGP1
0,P19838,P46940,NFKB1,IQGAP1
0,P19838,P55786,NFKB1,NPEPPS
0,P19838,P52292,NFKB1,KPNA2
0,P19838,Q9UN37,NFKB1,VPS4A
0,P19838,Q14765,NFKB1,STAT4
0,P19838,Q06330,NFKB1,RBPJ
0,P19838,Q5XPI4,NFKB1,RNF123
0,P19838,Q9UKZ1,NFKB1,CNOT11
0,P19838,Q03468,NFKB1,ERCC6
0,P19838,Q9Y239,NFKB1,NOD1
0,P19838,P55899,NFKB1,FCGRT
0,P19838,P62826,NFKB1,RAN
0,P19838,Q9UL46,NFKB1,PSME2
0,P19838,Q05516,NFKB1,ZBTB16
0,P19838,P67775,NFKB1,PPP2CA
0,P19838,Q9UBK9,NFKB1,UXT
0,P19838,Q9Y4K3,NFKB1,TRAF6
0,P19838,P40222,NFKB1,TXLNA
0,P19838,P22626,NFKB1,HNRNPA2B1
0,P19838,Q9Y2T1,NFKB1,AXIN2
0,P19838,P38398,NFKB1,BRCA1
0,P19838,P42677,NFKB1,RPS27
0,P19838,P51531,NFKB1,SMARCA2
0,P19838,Q04759,NFKB1,PRKCQ
0,P19838,P51153,NFKB1,RAB13
0,P19838,P62241,NFKB1,RPS8
0,P19838,Q6UB98,NFKB1,ANKRD12
0,P19838,Q92506,NFKB1,HSD17B8
0,P19838,Q9BUF5,NFKB1,TUBB6
0,P19838,P62837,NFKB1,UBE2D2
0,P19838,Q7Z7L7,NFKB1,ZER1
0,P19838,Q9BXR5,NFKB1,TLR10
0,P19838,P46527,NFKB1,CDKN1B
0,P19838,Q86SG2,NFKB1,ANKRD23
0,P19838,P61956,NFKB1,SUMO2
0,P19838,Q9P0L0,NFKB1,VAPA
0,P19838,Q9Y2K7,NFKB1,KDM2A
0,P19838,P30291,NFKB1,WEE1
0,P19838,P39019,NFKB1,RPS19
0,P19838,Q02556,NFKB1,IRF8
0,P19838,Q2M1K9,NFKB1,ZNF423
0,P19838,Q92887,NFKB1,ABCC2
0,P19838,Q15672,NFKB1,TWIST1
0,P19838,Q12778,NFKB1,FOXO1
0,P19838,Q86X83,NFKB1,COMMD2
0,P19838,Q9NS69,NFKB1,TOMM22
0,P19838,Q99615,NFKB1,DNAJC7
0,P19838,Q5UIP0,NFKB1,RIF1
0,P19838,Q92598,NFKB1,HSPH1
0,P19838,Q9H9B4,NFKB1,SFXN1
0,P19838,Q9UN86,NFKB1,G3BP2
0,P19838,Q8IZL8,NFKB1,PELP1
0,P19838,Q9NZS9,NFKB1,BFAR
0,P19838,P25054,NFKB1,APC
0,P19838,Q562R1,NFKB1,ACTBL2
0,P19838,Q99728,NFKB1,BARD1
0,P19838,Q15759,NFKB1,MAPK11
0,P19875,Q16627,CXCL2,CCL14
0,P19875,P48061,CXCL2,CXCL12
0,P19875,Q9UBD3,CXCL2,XCL2
0,P19876,P43405,CXCL3,SYK
0,P19876,Q9NZP8,CXCL3,C1RL
0,P19876,P22362,CXCL3,CCL1
0,P19876,P51884,CXCL3,LUM
0,P19876,Q07325,CXCL3,CXCL9
0,P19878,Q9Y6Y9,NCF2,LY96
0,P19878,Q15646,NCF2,OASL
0,P19878,Q8TEC5,NCF2,SH3RF2
0,P19878,Q92845,NCF2,KIFAP3
0,P19878,Q8N423,NCF2,LILRB2
0,P19878,P42081,NCF2,CD86
0,P19883,Q92743,FST,HTRA1
0,P19883,Q92824,FST,PCSK5
0,P19971,Q96IK5,TYMP,GMCL1
0,P20036,P25311,HLA-DPA1,AZGP1
0,P20036,P28068,HLA-DPA1,HLA-DMB
0,P20036,P42081,HLA-DPA1,CD86
0,P20036,Q9Y6J9,HLA-DPA1,TAF6L
0,P20036,Q9BSJ5,HLA-DPA1,C17orf80
0,P20036,Q7L5N7,HLA-DPA1,LPCAT2
0,P20036,Q9BX59,HLA-DPA1,TAPBPL
0,P20036,Q8N423,HLA-DPA1,LILRB2
0,P20036,Q96TC7,HLA-DPA1,RMDN3
0,P20036,Q29865,HLA-DPA1,HLA-C
0,P20036,Q30167,HLA-DPA1,HLA-DRB1
0,P20036,Q13459,HLA-DPA1,MYO9B
0,P20036,Q9H2W1,HLA-DPA1,MS4A6A
0,P20039,Q9BZM4,HLA-DRB1,ULBP3
0,P20039,P30493,HLA-DRB1,HLA-B
0,P20138,P29597,CD33,TYK2
0,P20138,Q96RL6,CD33,SIGLEC11
0,P20138,P32942,CD33,ICAM3
0,P20138,Q13191,CD33,CBLB
0,P20138,Q14246,CD33,ADGRE1
0,P20160,P53667,AZU1,LIMK1
0,P20160,Q9NYK1,AZU1,TLR7
0,P20160,P59046,AZU1,NLRP12
0,P20160,Q9UKQ9,AZU1,KLK9
0,P20160,Q8TEB7,AZU1,RNF128
0,P20160,Q6PEW0,AZU1,PRSS54
0,P20160,P27986,AZU1,PIK3R1
0,P20160,Q16584,AZU1,MAP3K11
0,P20160,Q7Z410,AZU1,TMPRSS9
0,P20160,Q9NRR2,AZU1,TPSG1
0,P20160,P47992,AZU1,XCL1
0,P20160,P48740,AZU1,MASP1
0,P20160,P46934,AZU1,NEDD4
0,P20160,Q9Y5K2,AZU1,KLK4
0,P20160,P48061,AZU1,CXCL12
0,P20160,Q13393,AZU1,PLD1
0,P20160,Q00978,AZU1,IRF9
0,P20160,Q14896,AZU1,MYBPC3
0,P20160,P40763,AZU1,STAT3
0,P20160,Q5ZPR3,AZU1,CD276
0,P20160,P23946,AZU1,CMA1
0,P20160,Q6ZWK6,AZU1,TMPRSS11F
0,P20160,Q8N475,AZU1,FSTL5
0,P20160,Q9HC29,AZU1,NOD2
0,P20160,Q9Y4K3,AZU1,TRAF6
0,P20160,Q03252,AZU1,LMNB2
0,P20160,Q14116,AZU1,IL18
0,P20160,Q86T26,AZU1,TMPRSS11B
0,P20160,Q9P0G3,AZU1,KLK14
0,P20226,Q12789,TBP,GTF3C1
0,P20226,Q13576,TBP,IQGAP2
0,P20226,P31947,TBP,SFN
0,P20226,P45983,TBP,MAPK8
0,P20226,Q9ULM6,TBP,CNOT6
0,P20226,Q92793,TBP,CREBBP
0,P20226,Q9H063,TBP,MAF1
0,P20226,P31260,TBP,HOXA10
0,P20226,P21675,TBP,TAF1
0,P20226,P26447,TBP,S100A4
0,P20226,Q12824,TBP,SMARCB1
0,P20226,Q92905,TBP,COPS5
0,P20226,Q92804,TBP,TAF15
0,P20273,P29353,CD22,SHC1
0,P20273,Q96DU3,CD22,SLAMF6
0,P20292,P41218,ALOX5AP,MNDA
0,P20292,P55008,ALOX5AP,AIF1
0,P20292,P49137,ALOX5AP,MAPKAPK2
0,P20333,P61073,TNFRSF1B,CXCR4
0,P20333,Q71U36,TNFRSF1B,TUBA1A
0,P20333,P42224,TNFRSF1B,STAT1
0,P20333,Q5ZPR3,TNFRSF1B,CD276
0,P20333,P41182,TNFRSF1B,BCL6
0,P20333,P62826,TNFRSF1B,RAN
0,P20333,P32927,TNFRSF1B,CSF2RB
0,P20333,Q15645,TNFRSF1B,TRIP13
0,P20333,Q8NHY2,TNFRSF1B,RFWD2
0,P20333,Q3ZCQ8,TNFRSF1B,TIMM50
0,P20333,P62987,TNFRSF1B,UBA52
0,P20333,Q93084,TNFRSF1B,ATP2A3
0,P20333,P53618,TNFRSF1B,COPB1
0,P20333,Q01813,TNFRSF1B,PFKP
0,P20333,P26842,TNFRSF1B,CD27
0,P20333,Q9NQH7,TNFRSF1B,XPNPEP3
0,P20333,Q15013,TNFRSF1B,MAD2L1BP
0,P20333,Q9NP84,TNFRSF1B,TNFRSF12A
0,P20333,P52292,TNFRSF1B,KPNA2
0,P20333,Q9UMX0,TNFRSF1B,UBQLN1
0,P20338,Q8TEU7,RAB4A,RAPGEF6
0,P20338,Q96HU1,RAB4A,SGSM3
0,P20338,Q8IXI1,RAB4A,RHOT2
0,P20338,Q8IZ41,RAB4A,RASEF
0,P20338,Q13526,RAB4A,PIN1
0,P20339,Q9Y3E7,RAB5A,CHMP3
0,P20339,Q9Y3L5,RAB5A,RAP2C
0,P20339,Q8IZJ4,RAB5A,RGL4
0,P20339,P32298,RAB5A,GRK4
0,P20339,P21333,RAB5A,FLNA
0,P20339,Q9NYR9,RAB5A,NKIRAS2
0,P20339,Q96EV8,RAB5A,DTNBP1
0,P20339,Q9NRW7,RAB5A,VPS45
0,P20396,Q9Y4H2,TRH,IRS2
0,P20396,Q9P2D1,TRH,CHD7
0,P20396,Q14116,TRH,IL18
0,P20396,Q9NZM1,TRH,MYOF
0,P20396,P39905,TRH,GDNF
0,P20591,Q9UBN4,MX1,TRPC4
0,P20591,Q16666,MX1,IFI16
0,P20591,Q9NYI0,MX1,PSD3
0,P20592,Q8WXG1,MX2,RSAD2
0,P20592,Q9UII4,MX2,HERC5
0,P20592,P42224,MX2,STAT1
0,P20592,Q9UL62,MX2,TRPC5
0,P20701,P46108,ITGAL,CRK
0,P20701,Q00872,ITGAL,MYBPC1
0,P20701,Q14896,ITGAL,MYBPC3
0,P20701,Q86YW5,ITGAL,TREML1
0,P20701,Q9NR97,ITGAL,TLR8
0,P20701,P27930,ITGAL,IL1R2
0,P20701,Q6PI73,ITGAL,LILRA6
0,P20701,Q9BZA7,ITGAL,PCDH11X
0,P20701,Q96MS0,ITGAL,ROBO3
0,P20701,Q9UN75,ITGAL,PCDHA12
0,P20701,Q8WWW0,ITGAL,RASSF5
0,P20701,Q9Y5I1,ITGAL,PCDHA11
0,P20701,P51784,ITGAL,USP11
0,P20701,Q14624,ITGAL,ITIH4
0,P20701,Q9Y463,ITGAL,DYRK1B
0,P20719,Q15475,HOXA5,SIX1
0,P20719,Q14563,HOXA5,SEMA3A
0,P20719,Q02962,HOXA5,PAX2
0,P20719,Q92908,HOXA5,GATA6
0,P20719,P28360,HOXA5,MSX1
0,P20719,Q03181,HOXA5,PPARD
0,P20719,P62258,HOXA5,YWHAE
0,P20719,P39880,HOXA5,CUX1
0,P20719,Q15319,HOXA5,POU4F3
0,P20719,Q8N693,HOXA5,ESX1
0,P20719,P31273,HOXA5,HOXC8
0,P20749,P52952,BCL3,NKX2-5
0,P20749,Q93008,BCL3,USP9X
0,P20749,Q13363,BCL3,CTBP1
0,P20749,P25963,BCL3,NFKBIA
0,P20749,Q13618,BCL3,CUL3
0,P20749,P47712,BCL3,PLA2G4A
0,P20749,Q8WZ60,BCL3,KLHL6
0,P20749,P46783,BCL3,RPS10
0,P20749,P35222,BCL3,CTNNB1
0,P20749,Q8TAQ2,BCL3,SMARCC2
0,P20809,Q14626,IL11,IL11RA
0,P20827,Q14563,EFNA1,SEMA3A
0,P20827,Q8IUC4,EFNA1,RHPN2
