,Uniprot AC ID Interactor A,Uniprot AC ID Interactor B,Official Symbol Interactor A,Official Symbol Interactor B
0,P04440,P28065,HLA-DPB1,PSMB9
0,P04440,P30443,HLA-DPB1,HLA-A
0,P04440,Q9UN42,HLA-DPB1,ATP1B4
0,P04440,P20701,HLA-DPB1,ITGAL
0,P04440,P08637,HLA-DPB1,FCGR3A
0,P04440,P30685,HLA-DPB1,HLA-B
0,P04440,P42081,HLA-DPB1,CD86
0,P04440,P30491,HLA-DPB1,HLA-B
0,P04440,P13762,HLA-DPB1,HLA-DRB4
0,P04440,Q9TQE0,HLA-DPB1,HLA-DRB1
0,P04440,P13761,HLA-DPB1,HLA-DRB1
0,P04440,Q29983,HLA-DPB1,MICA
0,P04440,Q8N0V5,HLA-DPB1,GCNT2
0,P04440,P06729,HLA-DPB1,CD2
0,P04440,P31785,HLA-DPB1,IL2RG
0,P04440,Q9Y279,HLA-DPB1,VSIG4
0,P04440,Q9UNP4,HLA-DPB1,ST3GAL5
0,P04440,P19397,HLA-DPB1,CD53
0,P04440,P07766,HLA-DPB1,CD3E
0,P04440,P13765,HLA-DPB1,HLA-DOB
0,P04440,P13796,HLA-DPB1,LCP1
0,P04440,P30510,HLA-DPB1,HLA-C
0,P04440,Q9BZM4,HLA-DPB1,ULBP3
0,P04440,P18462,HLA-DPB1,HLA-A
0,P04440,Q6UWB1,HLA-DPB1,IL27RA
0,P04440,Q30134,HLA-DPB1,HLA-DRB1
0,P04440,Q8TAG5,HLA-DPB1,VSTM2A
0,P04440,P09871,HLA-DPB1,C1S
0,P04440,P30459,HLA-DPB1,HLA-A
0,P04440,Q30167,HLA-DPB1,HLA-DRB1
0,P04440,Q02556,HLA-DPB1,IRF8
0,P04440,P61916,HLA-DPB1,NPC2
0,P04440,P25774,HLA-DPB1,CTSS
0,P04440,Q5ZPR3,HLA-DPB1,CD276
0,P04440,Q09160,HLA-DPB1,HLA-A
0,P04440,P20036,HLA-DPB1,HLA-DPA1
0,P04440,P25311,HLA-DPB1,AZGP1
0,P04440,Q31610,HLA-DPB1,HLA-B
0,P04440,P30466,HLA-DPB1,HLA-B
0,P04440,P15813,HLA-DPB1,CD1D
0,P04440,Q16581,HLA-DPB1,C3AR1
0,P04440,P30453,HLA-DPB1,HLA-A
0,P04440,Q14116,HLA-DPB1,IL18
0,P04440,P14317,HLA-DPB1,HCLS1
0,P04440,Q95365,HLA-DPB1,HLA-B
0,P04440,P61769,HLA-DPB1,B2M
0,P04440,P28067,HLA-DPB1,HLA-DMA
0,P04440,P08571,HLA-DPB1,CD14
0,P04440,P53618,HLA-DPB1,COPB1
0,P04440,Q8N423,HLA-DPB1,LILRB2
0,P04440,Q9Y6Y9,HLA-DPB1,LY96
0,P04440,Q8IUR7,HLA-DPB1,ARMC8
0,P04440,Q9NWU2,HLA-DPB1,GID8
0,P04440,P08185,HLA-DPB1,SERPINA6
0,P04440,Q9TNN7,HLA-DPB1,HLA-C
0,P04440,P34910,HLA-DPB1,EVI2B
0,P04440,P17693,HLA-DPB1,HLA-G
0,P04440,Q9HCK4,HLA-DPB1,ROBO2
0,P04440,Q8NET5,HLA-DPB1,NFAM1
0,P04440,Q13239,HLA-DPB1,SLA
0,P04440,P20039,HLA-DPB1,HLA-DRB1
0,P04440,Q15080,HLA-DPB1,NCF4
0,P04440,P29017,HLA-DPB1,CD1C
0,P04440,Q8TDQ0,HLA-DPB1,HAVCR2
0,P04440,P30484,HLA-DPB1,HLA-B
0,P04440,P10914,HLA-DPB1,IRF1
0,P04440,Q8IYM9,HLA-DPB1,TRIM22
0,P04440,P14735,HLA-DPB1,IDE
0,P04440,P30512,HLA-DPB1,HLA-A
0,P04440,P30499,HLA-DPB1,HLA-C
0,P04440,Q29960,HLA-DPB1,HLA-C
0,P04440,Q29865,HLA-DPB1,HLA-C
0,P04440,P06239,HLA-DPB1,LCK
0,P04440,P30475,HLA-DPB1,HLA-B
0,P04440,Q96JQ5,HLA-DPB1,MS4A4A
0,P04440,Q9Y4K3,HLA-DPB1,TRAF6
0,P04440,P08567,HLA-DPB1,PLEK
0,P04440,P30501,HLA-DPB1,HLA-C
0,P04440,Q29836,HLA-DPB1,HLA-B
0,P04440,Q3KPI0,HLA-DPB1,CEACAM21
0,P04440,P13746,HLA-DPB1,HLA-A
0,P04440,Q92692,HLA-DPB1,NECTIN2
0,P04440,P41218,HLA-DPB1,MNDA
0,P04440,P07333,HLA-DPB1,CSF1R
0,P04440,P16871,HLA-DPB1,IL7R
0,P04440,P16190,HLA-DPB1,HLA-A
0,P04440,P52566,HLA-DPB1,ARHGDIB
0,P04440,P30040,HLA-DPB1,ERP29
0,P04440,Q9UNN8,HLA-DPB1,PROCR
0,P04440,P33241,HLA-DPB1,LSP1
0,P04440,P30481,HLA-DPB1,HLA-B
0,P04440,Q4ZHG4,HLA-DPB1,FNDC1
0,P04440,Q9Y697,HLA-DPB1,NFS1
0,P04440,P22794,HLA-DPB1,EVI2A
0,P04440,Q5Y7H0,HLA-DPB1,HLA-DQA1
0,P04440,P30490,HLA-DPB1,HLA-B
0,P04440,P14151,HLA-DPB1,SELL
0,P04440,P30462,HLA-DPB1,HLA-B
0,P04440,P30498,HLA-DPB1,HLA-B
0,P04440,P18463,HLA-DPB1,HLA-B
0,P04440,P31146,HLA-DPB1,CORO1A
0,P04440,P13236,HLA-DPB1,CCL4
0,P04440,P30479,HLA-DPB1,HLA-B
0,P04440,P30480,HLA-DPB1,HLA-B
0,P04440,P30461,HLA-DPB1,HLA-B
0,P04440,Q8IVV7,HLA-DPB1,GID4
0,P04440,Q93091,HLA-DPB1,RNASE6
0,P04440,Q9H3G5,HLA-DPB1,CPVL
0,P04440,Q29963,HLA-DPB1,HLA-C
0,P04440,Q13094,HLA-DPB1,LCP2
0,P04440,P30273,HLA-DPB1,FCER1G
0,P04440,P06681,HLA-DPB1,C2
0,P04440,P30485,HLA-DPB1,HLA-B
0,P04440,Q29940,HLA-DPB1,HLA-B
0,P04440,Q9UQ74,HLA-DPB1,PSG8
0,P04440,P31994,HLA-DPB1,FCGR2B
0,P04440,Q92608,HLA-DPB1,DOCK2
0,P04440,P31358,HLA-DPB1,CD52
0,P04440,P08631,HLA-DPB1,HCK
0,P04440,Q9BXB1,HLA-DPB1,LGR4
0,P04440,P30455,HLA-DPB1,HLA-A
0,P04440,P07996,HLA-DPB1,THBS1
0,P04440,P30488,HLA-DPB1,HLA-B
0,P04440,P16188,HLA-DPB1,HLA-A
0,P04440,Q9Y275,HLA-DPB1,TNFSF13B
0,P04440,P13501,HLA-DPB1,CCL5
0,P04440,Q8IX05,HLA-DPB1,CD302
0,P04440,P79483,HLA-DPB1,HLA-DRB3
0,P04440,P18464,HLA-DPB1,HLA-B
0,P04440,P61626,HLA-DPB1,LYZ
0,P04440,P16189,HLA-DPB1,HLA-A
0,P04440,P20292,HLA-DPB1,ALOX5AP
0,P04440,P25942,HLA-DPB1,CD40
0,P04440,P30493,HLA-DPB1,HLA-B
0,P04440,P30504,HLA-DPB1,HLA-C
0,P04440,P29016,HLA-DPB1,CD1B
0,P04440,Q29718,HLA-DPB1,HLA-B
0,P04440,Q8IUN9,HLA-DPB1,CLEC10A
0,P04440,P20963,HLA-DPB1,CD247
0,P04440,Q9BZM6,HLA-DPB1,ULBP1
0,P04440,Q5VY80,HLA-DPB1,RAET1L
0,P04440,Q13571,HLA-DPB1,LAPTM5
0,P04440,P10314,HLA-DPB1,HLA-A
0,P04440,Q08116,HLA-DPB1,RGS1
0,P04440,P12318,HLA-DPB1,FCGR2A
0,P04440,Q9UL63,HLA-DPB1,MKLN1
0,P04626,P55290,ERBB2,CDH13
0,P04626,Q7L0Q8,ERBB2,RHOU
0,P04626,P49815,ERBB2,TSC2
0,P04626,P51956,ERBB2,NEK3
0,P04626,P50553,ERBB2,ASCL1
0,P04626,Q7L7X3,ERBB2,TAOK1
0,P04626,P07948,ERBB2,LYN
0,P04626,Q14315,ERBB2,FLNC
0,P04626,Q7Z6A9,ERBB2,BTLA
0,P04626,Q9H204,ERBB2,MED28
0,P04626,Q14896,ERBB2,MYBPC3
0,P04626,P09603,ERBB2,CSF1
0,P04626,Q9NSA3,ERBB2,CTNNBIP1
0,P04626,P19022,ERBB2,CDH2
0,P04626,P67775,ERBB2,PPP2CA
0,P04626,P33947,ERBB2,KDELR2
0,P04626,P21860,ERBB2,ERBB3
0,P04626,P43268,ERBB2,ETV4
0,P04626,Q9H3H9,ERBB2,TCEAL2
0,P04626,Q99593,ERBB2,TBX5
0,P04626,Q5TCQ9,ERBB2,MAGI3
0,P04626,Q08722,ERBB2,CD47
0,P04626,Q13009,ERBB2,TIAM1
0,P04632,Q15052,CAPNS1,ARHGEF6
0,P04637,Q8N441,TP53,FGFRL1
0,P04637,P18858,TP53,LIG1
0,P04637,P26368,TP53,U2AF2
0,P04637,Q15545,TP53,TAF7
0,P04637,Q6ZRS2,TP53,SRCAP
0,P04637,Q9NS23,TP53,RASSF1
0,P04637,Q969G3,TP53,SMARCE1
0,P04637,Q15599,TP53,SLC9A3R2
0,P04637,Q9UKK3,TP53,PARP4
0,P04637,P51813,TP53,BMX
0,P04637,Q9HBM6,TP53,TAF9B
0,P04637,P21580,TP53,TNFAIP3
0,P04637,P41587,TP53,VIPR2
0,P04637,P62995,TP53,TRA2B
0,P04637,P29279,TP53,CTGF
0,P04637,Q9UJY1,TP53,HSPB8
0,P04637,Q96EY7,TP53,PTCD3
0,P04637,Q8TD20,TP53,SLC2A12
0,P04637,P29460,TP53,IL12B
0,P04637,Q8N2S1,TP53,LTBP4
0,P04637,Q09472,TP53,EP300
0,P04637,P23396,TP53,RPS3
0,P04637,Q9P287,TP53,BCCIP
0,P04637,P24928,TP53,POLR2A
0,P04637,Q9UBU9,TP53,NXF1
0,P04637,P52701,TP53,MSH6
0,P04637,Q969F1,TP53,GTF3C6
0,P04637,P14598,TP53,NCF1
0,P04637,Q15046,TP53,KARS
0,P04637,Q969S8,TP53,HDAC10
0,P04637,Q04771,TP53,ACVR1
0,P04637,Q96PK6,TP53,RBM14
0,P04637,Q9BQE4,TP53,SELENOS
0,P04637,P42684,TP53,ABL2
0,P04637,Q96EI5,TP53,TCEAL4
0,P04637,P11388,TP53,TOP2A
0,P04637,Q9BWC9,TP53,CCDC106
0,P04637,Q16667,TP53,CDKN3
0,P04637,Q9UI21,TP53,PRO0593
0,P04637,P62987,TP53,UBA52
0,P04637,P06241,TP53,FYN
0,P04637,P60900,TP53,PSMA6
0,P04637,Q9Y2X7,TP53,GIT1
0,P04637,Q9NYJ8,TP53,TAB2
0,P04637,Q92844,TP53,TANK
0,P04637,Q9Y279,TP53,VSIG4
0,P04637,P61586,TP53,RHOA
0,P04637,P14373,TP53,TRIM27
0,P04637,P29320,TP53,EPHA3
0,P04637,P08138,TP53,NGFR
0,P04637,Q14919,TP53,DRAP1
0,P04637,P41235,TP53,HNF4A
0,P04637,P25106,TP53,ACKR3
0,P04637,Q13247,TP53,SRSF6
0,P04637,Q13794,TP53,PMAIP1
0,P04637,P98174,TP53,FGD1
0,P04637,P11597,TP53,CETP
0,P04637,Q99732,TP53,LITAF
0,P04637,P30305,TP53,CDC25B
0,P04637,Q9ULV4,TP53,CORO1C
0,P04637,Q92552,TP53,MRPS27
0,P04637,Q6UXN9,TP53,WDR82
0,P04637,P49917,TP53,LIG4
0,P04637,P62263,TP53,RPS14
0,P04637,Q53HV7,TP53,SMUG1
0,P04637,P07766,TP53,CD3E
0,P04637,Q9BQA1,TP53,WDR77
0,P04637,Q9BVI0,TP53,PHF20
0,P04637,Q9UBK2,TP53,PPARGC1A
0,P04637,Q9H0A0,TP53,NAT10
0,P04637,Q00597,TP53,FANCC
0,P04637,Q96EB6,TP53,SIRT1
0,P04637,Q53GS9,TP53,USP39
0,P04637,P55210,TP53,CASP7
0,P04637,Q15583,TP53,TGIF1
0,P04637,Q92540,TP53,SMG7
0,P04637,Q9NYK5,TP53,MRPL39
0,P04637,Q12955,TP53,ANK3
0,P04637,Q9BTC8,TP53,MTA3
0,P04637,Q9UHC7,TP53,MKRN1
0,P04637,Q9GZV1,TP53,ANKRD2
0,P04637,P49450,TP53,CENPA
0,P04637,Q9NVI7,TP53,ATAD3A
0,P04637,Q9UM11,TP53,FZR1
0,P04637,Q96Q15,TP53,SMG1
0,P04637,Q9NZV7,TP53,ZIM2
0,P04637,Q07955,TP53,SRSF1
0,P04637,P35240,TP53,NF2
0,P04637,Q13472,TP53,TOP3A
0,P04637,P09619,TP53,PDGFRB
0,P04637,P78527,TP53,PRKDC
0,P04637,Q8IXJ6,TP53,SIRT2
0,P04637,P62241,TP53,RPS8
0,P04637,Q13233,TP53,MAP3K1
0,P04637,Q9UJW3,TP53,DNMT3L
0,P04637,Q9H9B1,TP53,EHMT1
0,P04637,Q9UK73,TP53,FEM1B
0,P04637,Q96EQ8,TP53,RNF125
0,P04637,P06400,TP53,RB1
0,P04637,Q9UQF2,TP53,MAPK8IP1
0,P04637,Q93100,TP53,PHKB
0,P04637,Q13115,TP53,DUSP4
0,P04637,Q9UBS8,TP53,RNF14
0,P04637,P17844,TP53,DDX5
0,P04637,Q9UQR1,TP53,ZNF148
0,P04637,Q96JN8,TP53,NEURL4
0,P04637,Q76N89,TP53,HECW1
0,P04637,Q96DN5,TP53,TBC1D31
0,P04637,Q9Y3D8,TP53,AK6
0,P04637,Q9H1Z9,TP53,TSPAN10
0,P04637,P15923,TP53,TCF3
0,P04637,Q92698,TP53,RAD54L
0,P04637,Q9NZI8,TP53,IGF2BP1
0,P04637,Q15796,TP53,SMAD2
0,P04637,P61978,TP53,HNRNPK
0,P04637,P10398,TP53,ARAF
0,P04637,Q09666,TP53,AHNAK
0,P04637,P48643,TP53,CCT5
0,P04637,P68431,TP53,HIST1H3A
0,P04637,Q92890,TP53,UFD1
0,P04637,P63208,TP53,SKP1
0,P04637,Q9BQG0,TP53,MYBBP1A
0,P04792,P50395,HSPB1,GDI2
0,P04792,Q9Y297,HSPB1,BTRC
0,P04792,P05783,HSPB1,KRT18
0,P04792,P17661,HSPB1,DES
0,P04792,P82970,HSPB1,HMGN5
0,P04792,P52597,HSPB1,HNRNPF
0,P04792,P20042,HSPB1,EIF2S2
0,P04792,P30041,HSPB1,PRDX6
0,P04792,Q86YS6,HSPB1,RAB43
0,P04792,Q9Y6K9,HSPB1,IKBKG
0,P04792,Q9BT40,HSPB1,INPP5K
0,P04792,P63208,HSPB1,SKP1
0,P04839,P05107,CYBB,ITGB2
0,P04839,P33076,CYBB,CIITA
0,P04839,P49715,CYBB,CEBPA
0,P05023,Q9Y6C9,ATP1A1,MTCH2
0,P05023,Q7Z6Z7,ATP1A1,HUWE1
0,P05023,Q92538,ATP1A1,GBF1
0,P05023,Q01484,ATP1A1,ANK2
0,P05023,P49257,ATP1A1,LMAN1
0,P05023,P27824,ATP1A1,CANX
0,P05023,Q9BUF5,ATP1A1,TUBB6
0,P05023,P42262,ATP1A1,GRIA2
0,P05023,Q8TCJ0,ATP1A1,FBXO25
0,P05023,P78527,ATP1A1,PRKDC
0,P05023,P05141,ATP1A1,SLC25A5
0,P05023,P17252,ATP1A1,PRKCA
0,P05023,Q15714,ATP1A1,TSC22D1
0,P05023,P12236,ATP1A1,SLC25A6
0,P05023,Q15051,ATP1A1,IQCB1
0,P05067,Q13326,APP,SGCG
0,P05067,Q99832,APP,CCT7
0,P05067,Q96C19,APP,EFHD2
0,P05067,Q9Y467,APP,SALL2
0,P05067,Q14416,APP,GRM2
0,P05067,Q92841,APP,DDX17
0,P05067,Q13368,APP,MPP3
0,P05067,P22303,APP,ACHE
0,P05067,Q96KN8,APP,HRASLS5
0,P05067,P58499,APP,FAM3B
0,P05067,Q9BRT6,APP,LLPH
0,P05067,Q5T686,APP,AVPI1
0,P05067,Q8TE77,APP,SSH3
0,P05067,Q9ULJ7,APP,ANKRD50
0,P05067,Q96AJ1,APP,CLUAP1
0,P05067,Q15788,APP,NCOA1
0,P05067,Q9HCB6,APP,SPON1
0,P05067,Q5VZM2,APP,RRAGB
0,P05067,Q8N865,APP,C7orf31
0,P05067,Q92563,APP,SPOCK2
0,P05067,Q96AH8,APP,RAB7B
0,P05067,P43005,APP,SLC1A1
0,P05067,Q9UMX0,APP,UBQLN1
0,P05067,Q8NBB4,APP,ZSCAN1
0,P05067,Q9Y383,APP,LUC7L2
0,P05067,Q9NX02,APP,NLRP2
0,P05067,P09629,APP,HOXB7
0,P05067,P45983,APP,MAPK8
0,P05067,P68366,APP,TUBA4A
0,P05067,Q99895,APP,CTRC
0,P05067,Q15286,APP,RAB35
0,P05067,P59020,APP,DSCR9
0,P05067,Q9Y5N6,APP,ORC6
0,P05067,Q07157,APP,TJP1
0,P05067,Q8TAG9,APP,EXOC6
0,P05067,P08311,APP,CTSG
0,P05067,Q8N4P3,APP,HDDC3
0,P05067,P17027,APP,ZNF23
0,P05067,Q96T60,APP,PNKP
0,P05067,Q16539,APP,MAPK14
0,P05067,Q9Y463,APP,DYRK1B
0,P05067,Q08209,APP,PPP3CA
0,P05067,Q8IWV2,APP,CNTN4
0,P05067,Q6P9G9,APP,ZNF449
0,P05067,P18669,APP,PGAM1
0,P05067,Q8N4V1,APP,MMGT1
0,P05067,P34949,APP,MPI
0,P05067,Q9GZT4,APP,SRR
0,P05067,Q9H160,APP,ING2
0,P05067,Q12797,APP,ASPH
0,P05067,P20142,APP,PGC
0,P05067,P62491,APP,RAB11A
0,P05067,Q9C0C4,APP,SEMA4C
0,P05067,Q06323,APP,PSME1
0,P05067,Q9BSJ6,APP,PIMREG
0,P05067,Q86W50,APP,METTL16
0,P05067,Q9Y4W6,APP,AFG3L2
0,P05067,Q53RE8,APP,ANKRD39
0,P05067,Q9NZH5,APP,PTTG2
0,P05067,P17858,APP,PFKL
0,P05067,P11142,APP,HSPA8
0,P05067,Q14258,APP,TRIM25
0,P05067,Q15560,APP,TCEA2
0,P05067,Q02410,APP,APBA1
0,P05067,Q9NVD7,APP,PARVA
0,P05067,P49815,APP,TSC2
0,P05067,Q9Y617,APP,PSAT1
0,P05067,Q96A73,APP,KIAA1191
0,P05067,Q15036,APP,SNX17
0,P05067,Q9BTC0,APP,DIDO1
0,P05067,P21333,APP,FLNA
0,P05067,Q7L592,APP,NDUFAF7
0,P05067,Q13526,APP,PIN1
0,P05067,P20264,APP,POU3F3
0,P05067,Q9NY33,APP,DPP3
0,P05067,Q00526,APP,CDK3
0,P05067,Q5K4E3,APP,PRSS36
0,P05067,Q9NP64,APP,ZCCHC17
0,P05067,Q9HBZ2,APP,ARNT2
0,P05067,Q9UQ52,APP,CNTN6
0,P05067,Q8N112,APP,LSMEM2
0,P05067,Q9Y3B2,APP,EXOSC1
0,P05067,Q8NEZ2,APP,VPS37A
0,P05067,Q9Y4L5,APP,RNF115
0,P05067,P29475,APP,NOS1
0,P05067,Q8WYR1,APP,PIK3R5
0,P05067,P35354,APP,PTGS2
0,P05067,P32881,APP,IFNA8
0,P05067,Q16548,APP,BCL2A1
0,P05067,Q9NXR8,APP,ING3
0,P05067,P18065,APP,IGFBP2
0,P05067,Q8IZH2,APP,XRN1
0,P05067,Q9Y4K3,APP,TRAF6
0,P05067,Q86UX7,APP,FERMT3
0,P05067,P48200,APP,IREB2
0,P05067,P21810,APP,BGN
0,P05067,Q14957,APP,GRIN2C
0,P05067,P20916,APP,MAG
0,P05067,Q9BSA9,APP,TMEM175
0,P05067,Q9NPJ1,APP,MKKS
0,P05067,P23560,APP,BDNF
0,P05067,Q96C36,APP,PYCR2
0,P05067,Q9UNH7,APP,SNX6
0,P05067,Q7LC44,APP,ARC
0,P05067,Q7Z6M4,APP,MTERF4
0,P05067,P16389,APP,KCNA2
0,P05067,Q9NRH2,APP,SNRK
0,P05067,Q15544,APP,TAF11
0,P05067,Q12774,APP,ARHGEF5
0,P05067,Q9H9Q2,APP,COPS7B
0,P05067,Q92823,APP,NRCAM
0,P05067,P20042,APP,EIF2S2
0,P05067,P07332,APP,FES
0,P05067,P35612,APP,ADD2
0,P05067,P14735,APP,IDE
0,P05067,Q16082,APP,HSPB2
0,P05067,P78371,APP,CCT2
0,P05067,Q8WV60,APP,PTCD2
0,P05067,Q15059,APP,BRD3
0,P05067,P49638,APP,TTPA
0,P05067,Q6ZN18,APP,AEBP2
0,P05067,Q96IL0,APP,APOPT1
0,P05067,Q7Z4P5,APP,GDF7
0,P05067,Q0VDD8,APP,DNAH14
0,P05067,Q15836,APP,VAMP3
0,P05067,P05155,APP,SERPING1
0,P05067,P33778,APP,HIST1H2BB
0,P05067,Q8NFZ5,APP,TNIP2
0,P05106,P12318,ITGB3,FCGR2A
0,P05106,Q92823,ITGB3,NRCAM
0,P05106,Q9H4B4,ITGB3,PLK3
0,P05106,Q07954,ITGB3,LRP1
0,P05106,Q12834,ITGB3,CDC20
0,P05106,P10827,ITGB3,THRA
0,P05107,P26012,ITGB2,ITGB8
0,P05107,P20138,ITGB2,CD33
0,P05107,P56945,ITGB2,BCAR1
0,P05107,P61224,ITGB2,RAP1B
0,P05107,P10124,ITGB2,SRGN
0,P05107,P19878,ITGB2,NCF2
0,P05107,P78423,ITGB2,CX3CL1
0,P05107,P78314,ITGB2,SH3BP2
0,P05107,P33241,ITGB2,LSP1
0,P05107,P16284,ITGB2,PECAM1
0,P05107,Q13643,ITGB2,FHL3
0,P05107,P42331,ITGB2,ARHGAP25
0,P05107,Q9Y6Y9,ITGB2,LY96
0,P05107,P14317,ITGB2,HCLS1
0,P05107,P61812,ITGB2,TGFB2
0,P05107,P62993,ITGB2,GRB2
0,P05107,P61916,ITGB2,NPC2
0,P05107,Q8N149,ITGB2,LILRA2
0,P05107,P21854,ITGB2,CD72
0,P05107,P16885,ITGB2,PLCG2
0,P05107,Q6ZUX7,ITGB2,LHFPL2
0,P05107,P42680,ITGB2,TEC
0,P05107,P49795,ITGB2,RGS19
0,P05107,Q8IYL9,ITGB2,GPR65
0,P05107,Q9GZY6,ITGB2,LAT2
0,P05111,P24394,INHA,IL4R
0,P05113,P40933,IL5,IL15
0,P05113,Q16666,IL5,IFI16
0,P05121,P19532,SERPINE1,TFE3
0,P05121,P35228,SERPINE1,NOS2
0,P05121,P20618,SERPINE1,PSMB1
0,P05141,Q92734,SLC25A5,TFG
0,P05141,Q96H96,SLC25A5,COQ2
0,P05141,P25963,SLC25A5,NFKBIA
0,P05141,Q05513,SLC25A5,PRKCZ
0,P05141,P83731,SLC25A5,RPL24
0,P05141,P62805,SLC25A5,HIST1H4A
0,P05141,Q92793,SLC25A5,CREBBP
0,P05141,P62266,SLC25A5,RPS23
0,P05141,P19838,SLC25A5,NFKB1
0,P05141,P39019,SLC25A5,RPS19
0,P05141,P45880,SLC25A5,VDAC2
0,P05141,P19320,SLC25A5,VCAM1
0,P05141,P41252,SLC25A5,IARS
0,P05141,Q9Y3D3,SLC25A5,MRPS16
0,P05141,Q99643,SLC25A5,SDHC
0,P05141,Q9BXW9,SLC25A5,FANCD2
0,P05141,Q13618,SLC25A5,CUL3
0,P05141,Q71U36,SLC25A5,TUBA1A
0,P05141,Q14254,SLC25A5,FLOT2
0,P05141,Q07020,SLC25A5,RPL18
0,P05141,P68400,SLC25A5,CSNK2A1
0,P05141,P35580,SLC25A5,MYH10
0,P05141,Q8IV13,SLC25A5,CCNJL
0,P05141,Q9NQ50,SLC25A5,MRPL40
0,P05156,P26927,CFI,MST1
0,P05156,P20851,CFI,C4BPB
0,P05156,P13500,CFI,CCL2
0,P05156,P15157,CFI,-
0,P05156,Q99650,CFI,OSMR
0,P05161,Q13571,ISG15,LAPTM5
0,P05161,Q9H0U3,ISG15,MAGT1
0,P05161,Q8IUD6,ISG15,RNF135
0,P05161,Q13191,ISG15,CBLB
0,P05161,P25705,ISG15,ATP5A1
0,P05161,Q09472,ISG15,EP300
0,P05161,Q9NZZ3,ISG15,CHMP5
0,P05161,Q8IYM9,ISG15,TRIM22
0,P05161,Q96I24,ISG15,FUBP3
0,P05161,Q9UL46,ISG15,PSME2
0,P05161,P08670,ISG15,VIM
0,P05161,Q02218,ISG15,OGDH
0,P05161,P20592,ISG15,MX2
0,P05161,P33992,ISG15,MCM5
0,P05161,P40305,ISG15,IFI27
0,P05161,Q01628,ISG15,IFITM3
0,P05230,Q9UI15,FGF1,TAGLN3
0,P05230,P35052,FGF1,GPC1
0,P05230,P38646,FGF1,HSPA9
0,P05231,P21757,IL6,MSR1
0,P05231,Q99767,IL6,APBA2
0,P05231,P10451,IL6,SPP1
0,P05231,Q96CX2,IL6,KCTD12
0,P05231,Q6IA17,IL6,SIGIRR
0,P05231,P17275,IL6,JUNB
0,P05231,Q8IXL6,IL6,FAM20C
0,P05231,Q9UPW6,IL6,SATB2
0,P05231,Q04206,IL6,RELA
0,P05231,P15813,IL6,CD1D
0,P05231,P21580,IL6,TNFAIP3
0,P05231,Q15654,IL6,TRIP6
0,P05231,P42702,IL6,LIFR
0,P05231,P10145,IL6,CXCL8
0,P05231,P48551,IL6,IFNAR2
0,P05231,P61916,IL6,NPC2
0,P05231,Q9HCK4,IL6,ROBO2
0,P05231,Q8WZ75,IL6,ROBO4
0,P05231,Q9Y6N7,IL6,ROBO1
0,P05231,P21583,IL6,KITLG
0,P05231,Q9H257,IL6,CARD9
0,P05231,Q9NZC2,IL6,TREM2
0,P05231,Q9UHF4,IL6,IL20RA
0,P05231,Q9NQ38,IL6,SPINK5
0,P05231,Q96FZ5,IL6,CMTM7
0,P05231,Q9HBE5,IL6,IL21R
0,P05231,Q9NPH9,IL6,IL26
0,P05231,Q99665,IL6,IL12RB2
0,P05231,P82914,IL6,MRPS15
0,P05231,P41159,IL6,LEP
0,P05231,Q8IWV2,IL6,CNTN4
0,P05231,P29320,IL6,EPHA3
0,P05231,P25963,IL6,NFKBIA
0,P05231,P17948,IL6,FLT1
0,P05231,Q969J5,IL6,IL22RA2
0,P05231,P40763,IL6,STAT3
0,P05231,Q99715,IL6,COL12A1
0,P05231,P08571,IL6,CD14
0,P05231,Q08334,IL6,IL10RB
0,P05231,P07204,IL6,THBD
0,P05231,P31151,IL6,S100A7
0,P05231,P14784,IL6,IL2RB
0,P05231,P06850,IL6,CRH
0,P05231,P10747,IL6,CD28
0,P05231,Q9BWV1,IL6,BOC
0,P05231,P10912,IL6,GHR
0,P05231,P81172,IL6,HAMP
0,P05231,Q9BZS1,IL6,FOXP3
0,P05231,P19875,IL6,CXCL2
0,P05231,Q9UQP3,IL6,TNN
0,P05231,P26992,IL6,CNTFR
0,P05231,Q9BY67,IL6,CADM1
0,P05231,P78423,IL6,CX3CL1
0,P05231,P12272,IL6,PTHLH
0,P05231,Q92729,IL6,PTPRU
0,P05231,P61981,IL6,YWHAG
0,P05231,P05231,IL6,IL6
0,P05231,P52333,IL6,JAK3
0,P05231,Q8NET5,IL6,NFAM1
0,P05231,P40238,IL6,MPL
0,P05231,Q14896,IL6,MYBPC3
0,P05231,Q9HBE4,IL6,IL21
0,P05231,Q9BQ51,IL6,PDCD1LG2
0,P05231,Q9NP99,IL6,TREM1
0,P05231,P10909,IL6,CLU
0,P05231,Q5ZPR3,IL6,CD276
0,P05231,Q9Y616,IL6,IRAK3
0,P05231,P23469,IL6,PTPRE
0,P05231,Q9UHD0,IL6,IL19
0,P05231,Q99650,IL6,OSMR
0,P05231,P32927,IL6,CSF2RB
0,P05231,P08700,IL6,IL3
0,P05231,Q13514,IL6,gp130
0,P05231,P42701,IL6,IL12RB1
0,P05231,P07766,IL6,CD3E
0,P05231,Q53EP0,IL6,FNDC3B
0,P05231,P40933,IL6,IL15
0,P05231,P49716,IL6,CEBPD
0,P05231,Q9NYY1,IL6,IL20
0,P05231,Q9HC29,IL6,NOD2
0,P05231,P08887,IL6,IL6R
